"","workerData","model","softness","obedience","alpha","kl_factor","type","cross_validated","Nr"
"242",0.181852941176471,0.201294117647059,"0","0",1,"individually_opt","fullRSA","no",3
"243",0.212647058823529,0.199088235294118,"0","0",1,"individually_opt","fullRSA","no",3
"244",0.215411764705882,0.199088235294118,"0","0",1,"individually_opt","fullRSA","no",3
"245",0.190735294117647,0.199088235294118,"0","0",1,"individually_opt","fullRSA","no",3
"246",0.201614457831325,0.214277108433735,"0","0",1,"individually_opt","fullRSA","no",3
"247",0.207819277108434,0.214277108433735,"0","0",1,"individually_opt","fullRSA","no",3
"248",0.285313253012048,0.279397590361446,"0","0",1,"individually_opt","fullRSA","no",3
"249",0.305216867469879,0.292012048192771,"0","0",1,"individually_opt","fullRSA","no",3
"250",0.326223140495867,0.332999999999999,"0","0",1,"individually_opt","fullRSA","no",3
"251",0.344413223140495,0.332999999999999,"0","0",1,"individually_opt","fullRSA","no",3
"252",0.328743801652892,0.332999999999999,"0","0",1,"individually_opt","fullRSA","no",3
"253",0.0976265060240964,0.111,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"254",0.125963855421687,0.111,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"255",0.104168674698795,0.111,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"256",0.103168674698795,0.111,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"257",0.10444578313253,0.111,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"258",0.118638554216867,0.111,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"259",0.102313253012048,0.111,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"260",0.127253012048193,0.111,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"261",0.115963855421687,0.111,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"262",0.148030612244898,0.100173469387755,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"263",0.131285714285714,0.134316326530612,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"264",0.133132653061224,0.124102040816326,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"265",0.114969387755102,0.124102040816326,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"266",0.119091836734694,0.134316326530612,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"267",0.124020408163265,0.124102040816326,"0","individually_opt",1,"individually_opt","fullRSA","no",4
